design_id,split,d1,d2,d3,d4,d5,w1,w2,pitch_mm,height_mm,thickness_mm,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,strain,normalized_strain,reaction_N,lower_reaction_N,potential_energy_Nmm,stress_pnorm_MPa,stress_q99_MPa,maximum_stress_MPa,lower_platen_surface_mm,upper_platen_surface_mm,raw_solver_success,solver_accepted,solver_gradient_norm,solver_normalized_projected_gradient,solver_iterations,solver_message,solver_optimizer_method,solver_primary_success,solver_fallback_used,solver_independent_kkt_confirmed,solver_subdivision_count,solver_diagnostics_json,protocol_fingerprint,design_ledger_fingerprint
D047,train,0.10517275473774135,0.1,9.95676714281908,10.0,10.0,0.04181430788742697,0.20594886501532242,7.877649141235888,2.2,0.15,0.0034869360225155996,0.003315436617791955,0.3301103038013016,0.3315436617791955,0.04181430788742697,0.20594886501532242,0.27927113286678473,0.06818181818181818,0.1,0.4,1.5761298612024048,1.5690141764845618,0.17871411335123197,11.799242597050124,14.383270958024903,14.384089610381487,-0.075,2.055,True,True,0.0022014322315659918,9.784143251404408e-06,477.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.1,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":477,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":477,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.0022014322315659918,""normalized_projected_gradient"":9.784143251404408e-06,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D047,train,0.10517275473774135,0.1,9.95676714281908,10.0,10.0,0.04181430788742697,0.20594886501532242,7.877649141235888,2.2,0.15,0.0034869360225155996,0.003315436617791955,0.3301103038013016,0.3315436617791955,0.04181430788742697,0.20594886501532242,0.27927113286678473,0.06818181818181818,0.15,0.6,2.241889092308526,2.2335611488615945,0.38905784408446553,16.983850874721846,20.650191647972473,20.65169661236289,-0.075,1.9450000000000003,True,True,0.003143274100838589,1.3970107114838173e-05,642.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.15,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":642,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":642,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.003143274100838589,""normalized_projected_gradient"":1.3970107114838173e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D047,train,0.10517275473774135,0.1,9.95676714281908,10.0,10.0,0.04181430788742697,0.20594886501532242,7.877649141235888,2.2,0.15,0.0034869360225155996,0.003315436617791955,0.3301103038013016,0.3315436617791955,0.04181430788742697,0.20594886501532242,0.27927113286678473,0.06818181818181818,0.2,0.8,2.837011619360086,2.8371842270481724,0.6688874976728911,21.612054163105327,26.227500985673316,26.234140126488303,-0.075,1.8350000000000004,True,True,0.002814394775250584,1.2508421223335928e-05,543.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.2,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":543,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":543,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.002814394775250584,""normalized_projected_gradient"":1.2508421223335928e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D048,test,0.1,0.10576400750120801,9.89319527918681,0.1023768427448622,9.223925048169365,0.0,0.0754678385319073,7.888630481030776,3.911898243335689,0.25,0.00514793593175994,0.005444663345023966,0.5092953545764358,0.00527029427346413,0.0,0.0754678385319073,0.4958906685694494,0.06390759279740982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.125,4.036898243335688,True,True,0.0,0.0,0.0,undeformed reference,reference,True,False,False,1,[],f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D048,test,0.1,0.10576400750120801,9.89319527918681,0.1023768427448622,9.223925048169365,0.0,0.0754678385319073,7.888630481030776,3.911898243335689,0.25,0.00514793593175994,0.005444663345023966,0.5092953545764358,0.00527029427346413,0.0,0.0754678385319073,0.4958906685694494,0.06390759279740982,0.05,0.2,5.105957696182196,5.10645636090079,0.5232990717589698,13.839560108055233,16.64471047667658,16.66715297994073,-0.125,3.8413033311689038,True,True,0.00440788353971433,1.175435610590488e-05,683.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.05,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":683,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":683,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.00440788353971433,""normalized_projected_gradient"":1.175435610590488e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D048,test,0.1,0.10576400750120801,9.89319527918681,0.1023768427448622,9.223925048169365,0.0,0.0754678385319073,7.888630481030776,3.911898243335689,0.25,0.00514793593175994,0.005444663345023966,0.5092953545764358,0.00527029427346413,0.0,0.0754678385319073,0.4958906685694494,0.06390759279740982,0.1,0.4,8.847630664467973,8.84448848284092,1.906540532163253,24.60260573450034,29.48175935804385,29.51042360764624,-0.125,3.6457084190021196,True,True,0.005483756406965412,1.4623350418574432e-05,725.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.1,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":725,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":725,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.005483756406965412,""normalized_projected_gradient"":1.4623350418574432e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D048,test,0.1,0.10576400750120801,9.89319527918681,0.1023768427448622,9.223925048169365,0.0,0.0754678385319073,7.888630481030776,3.911898243335689,0.25,0.00514793593175994,0.005444663345023966,0.5092953545764358,0.00527029427346413,0.0,0.0754678385319073,0.4958906685694494,0.06390759279740982,0.15,0.6,11.415887052125985,11.417980023788804,3.9025174134519456,32.256605108124845,38.50020585364227,38.528894767903765,-0.125,3.450113506835335,True,True,0.004217227350052977,1.1245939600141271e-05,592.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.15,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":592,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":592,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.004217227350052977,""normalized_projected_gradient"":1.1245939600141271e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D048,test,0.1,0.10576400750120801,9.89319527918681,0.1023768427448622,9.223925048169365,0.0,0.0754678385319073,7.888630481030776,3.911898243335689,0.25,0.00514793593175994,0.005444663345023966,0.5092953545764358,0.00527029427346413,0.0,0.0754678385319073,0.4958906685694494,0.06390759279740982,0.2,0.8,13.181451716553731,13.18974400728643,6.320440934747179,37.55456504800482,44.66913484167134,44.69482036795146,-0.125,3.2545185946685504,True,True,0.00406364552478794,1.0836388066101173e-05,603.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.2,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":603,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":603,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.00406364552478794,""normalized_projected_gradient"":1.0836388066101173e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D049,train,0.10509983297615987,5.396625462515962,10.0,1.4400800699881267,10.0,0.06735463105847828,0.20162976107899422,7.9,3.9734016069786158,0.22432950378194239,0.0039009944415536913,0.20030674965199255,0.3711703749746744,0.053451505957104836,0.06735463105847828,0.20162976107899422,0.5029622287314703,0.05645779761802711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11216475189097119,4.0855663588695865,True,True,0.0,0.0,0.0,undeformed reference,reference,True,False,False,1,[],f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D049,train,0.10509983297615987,5.396625462515962,10.0,1.4400800699881267,10.0,0.06735463105847828,0.20162976107899422,7.9,3.9734016069786158,0.22432950378194239,0.0039009944415536913,0.20030674965199255,0.3711703749746744,0.053451505957104836,0.06735463105847828,0.20162976107899422,0.5029622287314703,0.05645779761802711,0.05,0.2,4.154544989941675,4.155626114523432,0.4381766620718982,13.503508326119306,16.6915058584575,16.69765420387538,-0.11216475189097119,3.8868962785206556,True,True,0.004783921630434285,1.4216948877381298e-05,916.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.05,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":916,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":916,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.004783921630434285,""normalized_projected_gradient"":1.4216948877381298e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D049,train,0.10509983297615987,5.396625462515962,10.0,1.4400800699881267,10.0,0.06735463105847828,0.20162976107899422,7.9,3.9734016069786158,0.22432950378194239,0.0039009944415536913,0.20030674965199255,0.3711703749746744,0.053451505957104836,0.06735463105847828,0.20162976107899422,0.5029622287314703,0.05645779761802711,0.1,0.4,7.083912807821099,7.080887400121556,1.574585970457968,23.91828802404497,29.346140054861376,29.354750212802696,-0.11216475189097119,3.688226198171725,True,True,0.003861810909055574,1.1476602776867059e-05,633.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.1,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":633,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":633,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.003861810909055574,""normalized_projected_gradient"":1.1476602776867059e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D049,train,0.10509983297615987,5.396625462515962,10.0,1.4400800699881267,10.0,0.06735463105847828,0.20162976107899422,7.9,3.9734016069786158,0.22432950378194239,0.0039009944415536913,0.20030674965199255,0.3711703749746744,0.053451505957104836,0.06735463105847828,0.20162976107899422,0.5029622287314703,0.05645779761802711,0.15,0.6,9.108097815735022,9.112413846667891,3.195263151008425,31.40885028142423,38.274801286689986,38.283959985768455,-0.11216475189097119,3.489556117822794,True,True,0.004348748548951065,1.2923693274509355e-05,682.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.15,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":682,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":682,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.004348748548951065,""normalized_projected_gradient"":1.2923693274509355e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D049,train,0.10509983297615987,5.396625462515962,10.0,1.4400800699881267,10.0,0.06735463105847828,0.20162976107899422,7.9,3.9734016069786158,0.22432950378194239,0.0039009944415536913,0.20030674965199255,0.3711703749746744,0.053451505957104836,0.06735463105847828,0.20162976107899422,0.5029622287314703,0.05645779761802711,0.2,0.8,10.473263878229316,10.471952192973966,5.147800467203641,36.684686651050626,44.424183748320075,44.43292040300461,-0.11216475189097119,3.2908860374738635,True,True,0.004445066686247667,1.3209933338560337e-05,732.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.2,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":732,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":732,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.004445066686247667,""normalized_projected_gradient"":1.3209933338560337e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D050,train,0.10135893556415064,2.641491032007587,4.960828904627748,6.953829498950939,9.285192009243126,0.15041450582730784,0.10003892996762236,7.857598103578299,2.2,0.15,0.004233396148044876,0.11032552678020725,0.20719588124195565,0.29043630787132785,0.15041450582730784,0.10003892996762236,0.279983777612415,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075,2.2750000000000004,True,True,0.0,0.0,0.0,undeformed reference,reference,True,False,False,1,[],f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D050,train,0.10135893556415064,2.641491032007587,4.960828904627748,6.953829498950939,9.285192009243126,0.15041450582730784,0.10003892996762236,7.857598103578299,2.2,0.15,0.004233396148044876,0.11032552678020725,0.20719588124195565,0.29043630787132785,0.15041450582730784,0.10003892996762236,0.279983777612415,0.06818181818181818,0.05,0.2,0.8227653924465396,0.8221047834568014,0.045787598179471235,6.075955013855653,7.519218666329184,7.595594478416074,-0.075,2.1650000000000005,True,True,0.0032469940313216775,1.44310845836519e-05,597.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.05,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":597,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":597,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.0032469940313216775,""normalized_projected_gradient"":1.44310845836519e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D050,train,0.10135893556415064,2.641491032007587,4.960828904627748,6.953829498950939,9.285192009243126,0.15041450582730784,0.10003892996762236,7.857598103578299,2.2,0.15,0.004233396148044876,0.11032552678020725,0.20719588124195565,0.29043630787132785,0.15041450582730784,0.10003892996762236,0.279983777612415,0.06818181818181818,0.1,0.4,1.564788829121833,1.5711927086791329,0.17761744075204455,11.75951757537108,14.507970717328416,14.64669281167381,-0.075,2.055,True,True,0.0029875271153579908,1.327789829047996e-05,614.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.1,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":614,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":614,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.0029875271153579908,""normalized_projected_gradient"":1.327789829047996e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D050,train,0.10135893556415064,2.641491032007587,4.960828904627748,6.953829498950939,9.285192009243126,0.15041450582730784,0.10003892996762236,7.857598103578299,2.2,0.15,0.004233396148044876,0.11032552678020725,0.20719588124195565,0.29043630787132785,0.15041450582730784,0.10003892996762236,0.279983777612415,0.06818181818181818,0.15,0.6,2.2331234327854492,2.2424801696220973,0.38729196765216833,16.946542284995473,20.83562455584849,21.013280144388773,-0.075,1.9450000000000003,True,True,0.0025123948599284074,1.1166199377459588e-05,534.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.15,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":534,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":534,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.0025123948599284074,""normalized_projected_gradient"":1.1166199377459588e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D050,train,0.10135893556415064,2.641491032007587,4.960828904627748,6.953829498950939,9.285192009243126,0.15041450582730784,0.10003892996762236,7.857598103578299,2.2,0.15,0.004233396148044876,0.11032552678020725,0.20719588124195565,0.29043630787132785,0.15041450582730784,0.10003892996762236,0.279983777612415,0.06818181818181818,0.2,0.8,2.8804156410894426,2.8745558281427463,0.6676527109450338,21.536674579343423,25.987246309185764,26.06150875625818,-0.075,1.8350000000000004,True,True,0.003066330895164393,1.3628137311841746e-05,436.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.2,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":436,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":436,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.003066330895164393,""normalized_projected_gradient"":1.3628137311841746e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D051,train,8.798220775158237,0.1013561121604794,8.598115805332457,0.10007515440387303,0.10802464138740542,0.0444781816077873,0.08629205581983397,5.93394488913264,3.8946153676441044,0.15,0.4969120010245982,0.0057244606377624815,0.485610334072588,0.005652113819203384,0.0444781816077873,0.08629205581983397,0.6563281999427834,0.03851471476392203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075,3.9696153676441046,True,True,0.0,0.0,0.0,undeformed reference,reference,True,False,False,1,[],f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D051,train,8.798220775158237,0.1013561121604794,8.598115805332457,0.10007515440387303,0.10802464138740542,0.0444781816077873,0.08629205581983397,5.93394488913264,3.8946153676441044,0.15,0.4969120010245982,0.0057244606377624815,0.485610334072588,0.005652113819203384,0.0444781816077873,0.08629205581983397,0.6563281999427834,0.03851471476392203,0.05,0.2,2.416579343346393,2.4204828305846897,0.25652959540033127,14.062803123170331,16.865852966842546,16.88007962922014,-0.075,3.7748845992618993,True,True,0.0031700458470056425,1.4089092653358412e-05,1077.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.05,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":1077,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":1077,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.0031700458470056425,""normalized_projected_gradient"":1.4089092653358412e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D051,train,8.798220775158237,0.1013561121604794,8.598115805332457,0.10007515440387303,0.10802464138740542,0.0444781816077873,0.08629205581983397,5.93394488913264,3.8946153676441044,0.15,0.4969120010245982,0.0057244606377624815,0.485610334072588,0.005652113819203384,0.0444781816077873,0.08629205581983397,0.6563281999427834,0.03851471476392203,0.1,0.4,3.8933597756947433,3.898772716361594,0.8834698729484332,24.166880347661507,28.903027074339345,28.925403328873074,-0.075,3.580153830879694,True,True,0.0024798379844999108,1.1021502153332936e-05,860.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.1,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":860,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":860,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.0024798379844999108,""normalized_projected_gradient"":1.1021502153332936e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
